style,color,status,location,cost,availableDate,price1,price2,price3,price4,price5,userName,userTime,season,ohs,orders,its,pos,division,grp,lot,leadTime,vendorPartNo,shrinkWidth,shrinkHeight,width,cost1,cost2,avgCost,stdCost,vendorColor1,vendorColor2,vendorColor3,actualWidth,active,fabContent,vendDesign1,vendDesign2,vendDesign3,required,atc,uom1,subdivision,type,sizeCat,descript,category,vendor1,vendorPart1,vendor2,vendorPart2,vendor3,vendorPart3,uom2,uom3,updateUser,updateTime,impCat,memo,ldp,customer,fabricType,reserve,reOrderLevel,lstCost,currency1,currency2,currency3,asRaw,id,rawMatType,defaultBomCost,noneInventory,weight,sgtRetailPrice,originalProjection,cost3,uom,lowestNo,bomCost1,bomCost2,bomCost3,bomCost4,bomCost5,allocs,picks,ships,user1,user2,user3,user4,body,bundle,packChk,subStyle,packSizecat,subColor,processType,defBoxType,defQtyPerBox,qtyPerBag,designer,dummy1,lastSoDate,lastPoDate,lastInvoiceDate,lastReceiveDate,userDate,binLocation,binLocation2,receivedQty,subCategory,colorDesc,costSheet,reference1,reference2,totalInvQty,startSellDate,lastEta,webYn,activeYn,userDate1,userDate2,userDate3,firstEta,warehouse,coo,aaqty,otsqty,atsqty,processCutQty,user5,user6,createdDate,fob,ddp,poMemo,ciMemo,fabContentDesc,fg,hsTariffNo,totalQty,invQty,balQty,allocOpen,pickOpen,sosOpen,firstShip,lastShip,imageURL
1001,BLACK,ACTIVE,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,adrian,"2026-04-07 15:49:59",,50.00,0.00,0.00,0.00,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,test,PANTS,,,,,,,,,adrian,"2026-05-26 16:38:21",Import,,0.0000,,,,,,,,,N,550,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,PO,,,,,,"2026-04-13 17:27:49",,"2026-04-13 17:28:26",,,,,,,BLACK,0,,,431,"2026-04-07 15:49:52",,0,0,,,,,,,50.00,50.00,50.00,0.00,,,"2026-04-07 15:49:59",0.0000,0.0000,,,,,,,,,,,,,,
CD1001,WHITE,DROP,,0.0000,,42.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ENCHANTED DRESS",DRESSES,,,,,,,,,mike,"2026-05-05 23:42:59",,,0.0000,,POPLIN,,,,,,,N,885,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1002,"PINK MULTI",ACTIVE,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,114.00,72.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"GIA MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-06-02 10:01:50",,,0.0000,,"CROCHET LACE",,,,,,,N,934,Style,0.0000,N,,78.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-01-15 00:00:00",,"2026-06-25 00:00:00",,,,114,,"PINK MULTI",0,,,,,,0,0,,,,,STANFORD,,114.00,42.00,42.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1004,PINK,ACTIVE,,20.1000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,26.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"PRECIOUS MINI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 16:32:36",,,0.0000,,EMBROIDERED,,,,,,,N,852,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-13 14:59:07","2026-04-20 00:00:00","2026-06-15 13:14:05","2026-05-06 00:00:00",,,,341,,PINK,0,,,315,,,0,0,,,,,,,26.00,26.00,26.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1005,PINK,ACTIVE,,0.0000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SOFT SERENADE MIDI DRESS",DRESSES,,,,,,,,,mike,"2026-06-26 10:11:06",,,0.0000,,LACE,,,,,,,N,879,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1006,WHITE,DROP,,,,35.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MISCHEIVIOUS MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,TENCEL,,,,,,,,886,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1008,MINT,DROP,,0.0000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOONVEIL MOOD MINI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 15:17:02",,,0.0000,,"CRINKLED CHIFFON LAC",,,,,,,N,964,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,MINT,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1009,CREAM,ACTIVE,,21.9000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,18.00,0.00,48.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MISS ME MIDI DRESS",DRESSES,,,,,,,,,design,"2026-06-01 16:27:13",,,0.0000,,COTTON,,,,,,,N,846,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2025-12-18 00:00:00","2026-04-30 00:00:00",,,,,,,,CREAM,0,,,,,,0,0,,,,,,,0.00,-18.00,30.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1009PL,CREAM,ACTIVE,,0.0000,,48.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"MISS ME MIDI DRESS",DRESSES,,,,,,,,,mike,"2026-05-19 16:41:25",,,0.0000,,COTTON,,,,,,,N,845,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,,,,,,,,,,CREAM,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1009PT,CREAM,ACTIVE,,0.0000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"MISS ME MIDI DRESS",DRESSES,,,,,,,,,minji,"2026-05-11 18:00:58",,,0.0000,,COTTON,,,,,,,N,844,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00","2026-06-24 16:32:03","2026-06-24 00:00:00",,,,60,,CREAM,0,,,60,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1010,CREAM,DROP,,,,44.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MAIN IDEA MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,COTTON,,,,,,,,877,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,CREAM,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1011,"SAGE GREEN",ACTIVE,,15.6000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,11.00,278.00,0.00,200.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"LIVE MAXI DRESS",DRESSES,,,,,,,,,mike,"2026-05-28 10:47:33",,,0.0000,,CHIFFON,,,,,,,N,938,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-09 00:00:00","2026-04-21 00:00:00","2026-05-06 00:00:00","2026-05-06 00:00:00",,,,602,,"SAGE GREEN",0,,,589,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,11.00,-267.00,-67.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1011PL,"SAGE GREEN",ACTIVE,,15.6000,,37.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,100.00,0.00,100.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"LIVE MAXI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 16:33:36",,,0.0000,,CHIFFON,,,,,,,N,939,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"SAGE GREEN",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-100.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1011PT,"SAGE GREEN",ACTIVE,,15.6000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,100.00,0.00,100.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"LIVE MAXI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 16:35:53",,,0.0000,,CHIFFON,,,,,,,N,940,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"SAGE GREEN",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-100.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1012,"LIGHT BLUE",DROP,,0.0000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MIRA VALE DRESS",DRESSES,,,,,,,,,adrian,"2026-05-11 15:00:02",,,0.0000,,COTTON,,,,,,,N,847,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,"2026-03-13 00:00:00",,,,,,,,"LIGHT BLUE",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1013,"LIGHT BLUE",ACTIVE,,18.9000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,5.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOMENTUM DRESS",DRESSES,,,,,,,,,mike,"2026-06-10 15:16:52",,,0.0000,,COTTON,,,,,,,N,848,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,STO,,,,,,"2026-06-15 12:08:03","2026-04-20 00:00:00","2026-06-15 13:16:07","2026-05-20 00:00:00",,,,300,,"LIGHT BLUE",0,,,290,,,0,0,,,,,STANFORD,,5.00,5.00,5.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1016,"LIGHT YELLOW",DROP,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DONE DEAL MINI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 12:07:24",,,0.0000,,TWEED,,,,,,,N,960,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,"LIGHT YELLOW",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1017,"LIGHT BLUE",ACTIVE,,18.0000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,72.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"TWEED EDIT MINI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 16:37:45",,,0.0000,,TWEED,,,,,,,N,849,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-16 00:00:00","2026-03-12 00:00:00","2026-06-16 15:01:20","2026-06-25 00:00:00",,,,114,,"LIGHT BLUE",0,,,42,,,0,0,,,,,,,72.00,72.00,72.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1020,"PINK CREAM",ACTIVE,,14.6000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,208.00,204.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SUNDAY POLO MINI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 16:38:23",,,0.0000,,PIQUE,,,,,,,N,931,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-05 00:00:00","2026-04-20 00:00:00",,"2026-06-25 00:00:00",,,,208,,"PINK CREAM",0,,,,,,0,0,,,,,,,208.00,4.00,4.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1020PL,"PINK CREAM",ACTIVE,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"SUNDAY POLO MINI DRESS",DRESSES,,,,,,,,,mike,"2026-05-19 16:41:48",,,0.0000,,PIQUE,,,,,,,N,932,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,,,,,,,,,,"PINK CREAM",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1021,"PINK MULTI",ACTIVE,,11.0000,,28.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,70.00,24.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SUNSET MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-20 16:19:36",,,0.0000,,"CROCHET KNIT",,,,,,,N,830,Style,0.0000,N,0.00,78.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,6.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-01 00:00:00","2026-05-27 00:00:00","2026-06-27 00:00:00","2026-06-17 00:00:00",,,,116,,"PINK MULTI",0,,,46,,,0,0,,,,,,,64.00,46.00,46.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1022,"PINK MULTI",DROP,,,,31.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"THE LOCAL MIDI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,967,Style,0.0000,,,88.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"PINK MULTI",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1023,"BLUE MULTI",ACTIVE,,12.1000,,28.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,53.00,12.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"COCO MINI DRESS",DRESSES,,,,,,,,,design,"2026-05-13 17:22:52",,,0.0000,,"CROCHET KNIT",,,,,,,N,843,Style,0.0000,N,0.00,78.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,6.00,6.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-17 00:00:00","2026-04-30 00:00:00","2026-06-17 14:03:59","2026-05-27 00:00:00",,,,154,,"BLUE MULTI",0,,,89,,,0,0,,,,,,,41.00,41.00,41.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1024,BLACK,ACTIVE,,15.6000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,92.00,0.00,92.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOONLIGHT MIDI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 13:37:21",,,0.0000,,CROCHET,,,,,,,N,821,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-05-08 00:00:00","2026-04-20 00:00:00",,,,,,,,BLACK,0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-92.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1025,BLACK,ACTIVE,,13.7000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,224.00,0.00,230.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOONLIT MINI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 13:38:22",,,0.0000,,CROCHET,,,,,,,N,820,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-22 13:45:02","2026-04-20 00:00:00",,"2026-06-11 00:00:00",,,,64,,BLACK,0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-224.00,6.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1025PL,BLACK,DROP,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"MOONLIT BASIN MINI DRESS",DRESSES,,,,,,,,,mike,"2026-05-19 16:29:22",,,0.0000,,CROCHET,,,,,,,N,898,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,,,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1025PT,BLACK,DROP,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"MOONLIT BASIN MINI DRESS",DRESSES,,,,,,,,,mike,"2026-05-19 16:29:45",,,0.0000,,CROCHET,,,,,,,N,899,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,,,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1026,BLUE,DROP,,,,31.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"AUDRY MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,POPLIN,,,,,,,,876,Style,0.0000,,,88.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1027,BLUE,ACTIVE,,13.3000,,31.4300,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,6.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANNABELLE MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:37:11",,,0.0000,,POPLIN,,,,,,,N,838,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-02-10 00:00:00","2026-04-30 00:00:00","2026-06-04 18:01:00","2026-05-28 00:00:00",,,,66,,BLUE,0,,,24,,,0,0,,,,,,,6.00,6.00,6.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1028,WHITE,ACTIVE,,14.5000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,5.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"WALK IN THE CLOUDS MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:37:48",,,0.0000,,POPLIN,,,,,,,N,864,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-06 00:00:00","2026-04-20 00:00:00","2026-06-04 23:13:24","2026-05-27 00:00:00",,,,257,,WHITE,0,,,252,,,0,0,,,,,,,5.00,5.00,5.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1029,WHITE,ACTIVE,,0.0000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,60.00,30.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CLAUDETTE MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:38:11",,,0.0000,,"EMBROIDERED COTTON",,,,,,,N,862,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,12.00,6.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-25 00:00:00","2026-03-13 00:00:00","2026-06-26 17:03:00","2026-06-11 00:00:00",,,,120,,WHITE,0,,,54,,,0,0,,,,,,,42.00,30.00,30.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
